Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated December 08 2025


year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2024,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Equipment Issues,25.394359255490237,92648.60032607453,0.0,25.394359255490237
2024,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Handling Errors,347.79435997036904,1268890.4779352176,0.0,347.79435997036904
2024,Foodservice,Caterers,Dry Goods,Other,Other,101.76589237821692,371281.96049039153,0.0,101.76589237821692
2024,Foodservice,Caterers,Dry Goods,Spoiled,Spoiled,530.5489416995836,1935650.9986492123,0.0,530.5489416995836
2024,Foodservice,Caterers,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,588.1220530357785,2145700.330000721,588.1220530357785,588.1220530357785
2024,Foodservice,Caterers,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1001.0867861631517,8503807.956617124,141.03502401763106,0.0
2024,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,153.1086839180139,1300593.3776424744,21.570244670241554,153.1086839180139
2024,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,28.90709538437735,245553.5235606394,4.072486969327727,28.90709538437735
2024,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,276.76070790061664,2350964.913785894,38.99057866451416,276.76070790061664
2024,Foodservice,Caterers,Fresh Meat & Seafood,Other,Other,35.318681813104895,300017.23284215,4.975763546808531,35.318681813104895
2024,Foodservice,Caterers,Fresh Meat & Seafood,Spoiled,Spoiled,1193.5809295719207,10138964.119846022,168.1539676638261,1193.5809295719207
2024,Foodservice,Caterers,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,975.0007888074147,8282218.465140351,975.0007888074147,975.0007888074147
2024,Foodservice,Caterers,Frozen,Date Label Concerns,Date Label Concerns,41.582507015757564,127819.89153548371,0.4633813276242708,0.0
2024,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Cooking Issues,6.940159169791176,21333.259006859324,0.07733877538463133,6.940159169791176
2024,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Equipment Issues,2.4634750889651755,7572.441905741082,0.027452129253807453,2.4634750889651755
2024,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Handling Errors,64.45082937061534,198114.51042146684,0.7182181408380152,64.45082937061534
2024,Foodservice,Caterers,Frozen,Other,Other,13.585913583783354,41761.5513184807,0.151396804215206,13.585913583783354
2024,Foodservice,Caterers,Frozen,Spoiled,Spoiled,70.12028566059759,215541.77347167413,0.7813966351400599,70.12028566059759
2024,Foodservice,Caterers,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,17.330915256814777,53273.26001525757,17.330915256814777,17.330915256814777
2024,Foodservice,Caterers,Prepared Foods,Date Label Concerns,Date Label Concerns,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Excess,Catering Overproduction,242210.6949953533,3081107836.6306934,9468.730753892718,0.0
2024,Foodservice,Caterers,Prepared Foods,Excess,Overproduction,20829.993354832637,264973665.85637918,814.305902908493,0.0
2024,Foodservice,Caterers,Prepared Foods,Excess,Plate Waste,83458.88518982744,1061661728.8504617,3262.6540826270334,0.0
2024,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Other,Other,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Spoiled,Spoiled,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0.0,0.0,0.0,0.0
2024,Foodservice,Caterers,Produce,Date Label Concerns,Date Label Concerns,502.5757735590353,1818898.1862499702,110.5181373918711,0.0
2024,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Cooking Issues,163.12558455274595,590376.30837791,35.87187587268759,163.12558455274595
2024,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Equipment Issues,3.0092573588725715,10890.960209345922,0.6617460206651011,3.0092573588725715
