Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated December 08 2025


year,sector,sub_sector,sub_sector_category,food_type,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_not_fit_for_human_consumption,tons_inedible_parts,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,surplus_upstream_100_year_mtco2e_footprint,surplus_downstream_100_year_mtco2e_footprint,surplus_total_100_year_mtco2e_footprint,surplus_upstream_100_year_mtch4_footprint,surplus_downstream_100_year_mtch4_footprint,surplus_total_100_year_mtch4_footprint,gallons_water_footprint,meals_wasted
2024,Farm,Not Applicable,Not Applicable,Dry Goods,167463.67145,6338907.34045,261878374.766758,167319.106352479,167453.2954786696,69047.8570662046,0.0,10.37597133040001,0.0,134.1891261906001,0.0,0.0,167262.34045,0.1529848819319652,0.0,5.42400954106804,0.0,51.18890805600004,612028.9436321239,-31707.967079191356,580320.9765529325,1143.64025528642,0.1525801865305804,1143.7928354729506,93318108042.2342,279088825.79778266
2024,Farm,Not Applicable,Not Applicable,Produce,16754473.584611265,95508876.09451355,13106070163.428686,14656354.805753335,16487064.03237814,7477622.143309222,3222111.9827515497,267409.5522331246,0.0,1830709.226624805,0.0,0.0,13803213.207033552,16256.381691649553,0.0,190559.51493966806,0.0,646325.7020884654,3475748.259287441,-493732.54916568095,2982015.71012176,12227.27322564976,1851.220466735931,14078.493692385691,527226180974.11597,27478440053.96357
2024,Foodservice,Bars And Taverns,Bars And Taverns,Breads & Bakery,482.5195397991078,25487.65495597854,2969499.8817469217,471.9780073277479,473.28269365433664,337.1026260898507,64.19439957487329,9.236846144771135,0.0,1.3082500416928848,0.07840173229255594,61.6044596761596,0.0,36.731751196299506,0.0,371.0442185763098,2.5191761466864575,0.0,867.5588063635378,382.4824124668476,1250.0412188303853,2.4379870330581848,18.905902912842407,21.343889945900592,9261999.806786831,788804.4894238944
2024,Foodservice,Bars And Taverns,Bars And Taverns,Dairy & Eggs,229.54024932505408,12124.77877215509,1387756.267396957,224.52551770868988,225.14617241797035,208.56486134173062,5.419569528790266,4.394076907083734,0.0,0.6223500106850013,0.03729663090004924,29.30596974267251,0.0,17.47372827897245,0.0,176.51012118200546,1.198401874139414,0.0,980.0772298382577,69.58374044095888,1049.6609702792166,12.677445869916824,3.3287356016589813,16.006181471575808,65210416.795537576,375243.62069661723
2024,Foodservice,Bars And Taverns,Bars And Taverns,Dry Goods,410.3019894517913,21672.97834042687,1737473.7935261761,401.3381830395777,402.44760007092276,185.16108179980438,51.21799734326711,7.854389380868579,0.0,1.1124473736969522,0.06666753174284981,52.38426691436067,0.0,31.234197475535627,0.0,315.51091406542605,2.1421370525125054,0.0,1136.7574569938681,219.27529950325922,1356.0327564971274,3.7720423583451668,10.791332965721995,14.563375324067163,50440149.048120916,670746.0001182046
2024,Foodservice,Bars And Taverns,Bars And Taverns,Fresh Meat & Seafood,977.8797943757514,51653.58235616572,6016934.974784375,956.516200251065,959.1602929593117,710.6839193605211,361.3367736740626,18.719501416439744,0.0,2.6513149753382756,0.15888987601386675,124.84832507681095,0.0,74.44100050715718,0.0,751.9625926792036,5.105392111879417,0.0,14330.771387742512,521.8122739309401,14852.583661673452,170.88025035217427,25.57060323835654,196.4508535905308,1142394508.156829,1598600.4882655195
2024,Foodservice,Bars And Taverns,Bars And Taverns,Frozen,2.2102429433688497,116.7494885967225,6794.035125910457,2.1619560951993044,2.1679323790775804,1.7856773763771145,0.19961035280878328,0.042310564291267935,0.0,0.005992607934628641,0.00035912923986387374,0.28218716766573126,0.0,0.16825452066252505,0.0,1.6996158665979357,0.0115394110332502,0.0,8.749480385437833,1.0489376948358007,9.798418080273636,0.11652445234493099,0.051436517778582054,0.16796097012351527,746121.871176175,3613.22063179597
2024,Foodservice,Bars And Taverns,Bars And Taverns,Prepared Foods,22418.782113108304,0.0,282634859.009545,22200.061445753763,22228.87365973066,0.0,876.4163434784787,189.90845337764293,0.0,28.84115539596558,0.636711219494141,2428.3499024149232,0.0,1727.788314481357,0.0,17436.357084181676,606.9294334563135,0.0,100393.89815808322,11208.08407922711,111601.98223731032,865.4322035805774,523.2432374096893,1388.6754409902665,10602566656.346874,37048122.76621777
2024,Foodservice,Bars And Taverns,Bars And Taverns,Produce,778.5406243892462,41124.08548658301,3083588.8717517573,761.5319634017784,763.6370622082586,647.224177273512,480.99585745951833,14.903562180987597,0.0,2.1108488264348626,0.12650043900327557,99.39820161771638,0.0,59.26632634024232,0.0,598.676268585288,4.064666419528482,0.0,1715.0764870291068,149.11200069203946,1864.1884877211464,3.9336005146228787,6.772035339751824,10.705635854374705,34922332.83635048,1272728.4370137644
2024,Foodservice,Bars And Taverns,Bars And Taverns,Ready-To-Drink Beverages,334.86967017080275,17688.491148128924,381810.050719056,327.5538223955007,328.4592777062701,75.39590623895623,0.3214748833639682,6.410392464532646,0.0,0.9079285372464516,0.05441098249525428,42.75363667426806,0.0,25.491919794630356,0.0,257.5055409054791,1.7483140386278875,0.0,1654.5357856112296,195.02862572793023,1849.5644113391597,8.8480413660092,9.563415088420298,18.4114564544295,8960621.118429389,547432.1295104502
2024,Foodservice,Business & Industry,Business & Industry,Breads & Bakery,1849.2489672094084,112685.83757200553,8642173.223301563,1804.4300598880793,1810.4587542817746,1417.4678258556837,863.9321325008915,38.790212927633895,0.0,6.041319644916649,0.277755526868963,285.76064180962874,0.0,176.17738702422906,0.0,1330.4974003411498,11.716875186202675,0.0,3320.360341786398,1372.814744650586,4693.175086436984,9.330774350947914,68.5727394267086,77.90351377765651,35463605.47061272,3017431.257136291
2024,Foodservice,Business & Industry,Business & Industry,Dairy & Eggs,2762.9941444500587,168365.81493066446,11057830.486637557,2696.02945733367,2705.0370315455925,2020.6328777192168,297.356382487898,57.95711290446632,0.0,9.02643781320852,0.4149992283006004,426.9598058641965,0.0,263.22961232582054,0.0,1987.9186586196079,17.506381295744802,0.0,11781.22550529409,793.3787472663747,12574.604252560466,152.39080666088068,37.93880373122066,190.32961039210133,784216057.9860672,4508395.052575987
2024,Foodservice,Business & Industry,Business & Industry,Dry Goods,6075.848141294729,370237.8905720263,22167081.296332993,5928.592212227434,5948.39994621884,5071.935752908602,3370.7590318274906,127.44819507588915,0.0,19.849215214609647,0.9125869104622468,938.888324493308,0.0,578.8442056586042,0.0,4371.450410519454,38.496684645605285,0.0,16811.152284616168,3045.759412016046,19856.911696632214,55.78205739436269,151.24572522008577,207.02778261444845,746237876.3028549,9913999.910364734
2024,Foodservice,Business & Industry,Business & Industry,Fresh Meat & Seafood,4724.82653682718,287912.0362512647,40135398.90132817,4610.314339487428,4625.717638750446,4211.66312666238,2901.4883664731,99.10889807673317,0.0,15.435556748657739,0.7096646840805217,730.1177329520755,0.0,450.1327880458879,0.0,3399.4175666880733,29.936587117311245,0.0,69148.55103450095,2368.261697083198,71516.81273158416,824.5144279168712,116.94058151369337,941.4550094305646,5514601597.559796,7709529.39791741
2024,Foodservice,Business & Industry,Business & Industry,Frozen,279.1671606485738,17011.330479613483,858128.06286181,272.40118845006117,273.3112949452648,259.6589594624515,4.408377080679656,5.855865703308994,0.0,0.9120124341001427,0.04193065572315303,43.13912751266362,0.0,26.596170541740502,0.0,200.85515151810645,1.7688082218274543,0.0,1103.6017850579763,124.42401973377613,1228.0258047917523,14.69762636702413,6.149210250387191,20.846836617411324,94152471.96330547,455518.82490877475
