Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated December 08 2025


year,sector,sub_sector,sub_sector_category,food_type,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,surplus_upstream_100_year_mtco2e_footprint,surplus_downstream_100_year_mtco2e_footprint,surplus_total_100_year_mtco2e_footprint,surplus_upstream_100_year_mtch4_footprint,surplus_downstream_100_year_mtch4_footprint,surplus_total_100_year_mtch4_footprint,gallons_water_footprint,meals_wasted
2024,Farm,Not Applicable,Not Applicable,Produce,Blueberries,230492.2233,643044.84,624326313.535,205628.1385655997,228707.63604633528,11524.611164999998,107068.72895229686,1784.58725366472,0.0,23079.497480735576,0.0,0.0,195864.84,130.4614311988183,0.0,828.7387096000817,0.0,8804.0984248008,48108.30947647663,-7450.905385078073,40657.40409139855,169.23936962960278,7.363753102072578,176.60312273167534,7283122427.6245165,381179393.4105588
2024,Farm,Not Applicable,Not Applicable,Produce,Broccoli,105998.0125,783373.0125,170798999.866474,105998.0125,105998.0125,41339.224875,64984.58381639588,0.0,0.0,0.0,0.0,0.0,105998.0125,0.0,0.0,0.0,0.0,0.0,22250.514505333016,-4110.9631887708,18139.551316562214,78.27469079241249,0.0,78.27469079241249,3362355133.214981,176663354.16666666
2024,Farm,Not Applicable,Not Applicable,Produce,Cabbage,418075.44952642143,1498745.9357940652,260373359.54888374,376292.80047539814,415142.0219033658,83615.10901788852,176819.15125316783,2933.427623055655,0.0,38849.221427967655,0.0,0.0,359902.5538140652,150.57737858452302,0.0,1390.7603992367353,0.0,14848.908883511678,87307.4879843767,-13730.35214585606,73577.13583852064,307.1374652573261,12.326058707892484,319.46352396521854,13215214965.21622,691903369.838943
2024,Farm,Not Applicable,Not Applicable,Produce,Cantaloupe,80468.16817214999,706724.81687215,43968271.78156175,80468.16817214999,80468.16817214999,39429.40409648242,39876.251497856516,0.0,0.0,0.0,0.0,0.0,80468.16817214999,0.0,0.0,0.0,0.0,0.0,16891.43127218541,-3120.8290553893808,13770.602216796031,59.42206682702554,0.0,59.42206682702554,2552524825.0672145,134113613.62025
2024,Farm,Not Applicable,Not Applicable,Produce,Carrots,47507.04880756039,1522049.6213039604,41731870.53322346,46644.72735214254,47339.424717945716,2850.422928453623,16770.16095213414,167.6240896146903,0.0,694.6973658031775,0.0,0.0,46279.6213039604,9.362042051283868,0.0,137.83239195413498,0.0,217.91161417671367,9946.553788012643,-1763.2888092064359,8183.264978806205,34.99080535958761,1.3676408954537127,36.35844625504132,1504308994.1229994,78899041.19657618
2024,Farm,Not Applicable,Not Applicable,Produce,Cauliflower,140711.8362195122,569211.8362195122,196445597.16717273,140711.8362195122,140711.8362195122,85834.2185875,85616.83188884094,0.0,0.0,0.0,0.0,0.0,140711.8362195122,0.0,0.0,0.0,0.0,0.0,29537.447722185356,-5457.283257294663,24080.16446489069,103.90926406204932,0.0,103.90926406204932,4463509773.9854555,234519727.03252035
2024,Farm,Not Applicable,Not Applicable,Produce,Celery,245535.19999999998,1046435.2000000001,115315954.37320575,245535.19999999998,245535.19999999998,19642.816,149966.5326121679,0.0,0.0,0.0,0.0,0.0,245535.19999999998,0.0,0.0,0.0,0.0,0.0,51541.3864875046,-9522.689576349141,42018.69691115545,181.31653042695643,0.0,181.31653042695643,7788603961.84284,409225333.3333334
2024,Farm,Not Applicable,Not Applicable,Produce,Cherries,223287.527220115,660873.1014,395070256.42345196,176209.19545504506,219908.54135800907,17863.002177609196,118349.18408814142,3378.985862105939,0.0,43699.34590296399,0.0,0.0,157723.10139999999,114.75135947385415,0.0,1701.424178053792,0.0,16669.918517517417,46349.94449001206,-5841.742113844129,40508.20237616792,163.05364859457984,15.232749109039958,178.2863977036198,7029294894.582831,366514235.5966818
2024,Farm,Not Applicable,Not Applicable,Produce,Chili Peppers,19634.452677675003,125208.50875000001,14716834.128977217,16042.527563837013,19382.2749774049,2159.78979454425,10168.587195363765,252.17770027009868,0.0,3339.747413567889,0.0,0.0,14633.50875,1.894731341267204,0.0,130.60931037955854,0.0,1276.5147721161857,4082.647565483486,-547.9465446760938,3534.7010208073916,14.36227354320372,1.167404140728296,15.529677683932016,618823369.5056727,32303791.62900817
2024,Farm,Not Applicable,Not Applicable,Produce,"Clementines, Mandarins, And Tangerines",468260.6008604937,1566201.6470260215,428006497.812726,435610.076161023,461913.7629802526,121747.75622372834,194653.8650777294,6346.837880241082,0.0,26303.68681922967,0.0,0.0,421785.87641602167,202.61802743552994,0.0,5370.681202130367,0.0,8250.900515435447,97315.43118894946,-15162.105160134195,82153.32602881527,342.3442313578671,53.264818031274366,395.60904938914143,14752996180.210987,769856271.6337543
2024,Farm,Not Applicable,Not Applicable,Produce,Cranberries,269567.613775,653833.435,205047053.85,219005.13688762148,265938.55794081953,5391.352275499999,138887.74507483165,3629.05583418046,0.0,46933.421053198064,0.0,0.0,199150.935,399.15450016188504,0.0,1551.4314742501897,0.0,17903.6159132094,56026.22083363602,-7428.067389576136,48598.15344405988,197.09364972073652,13.669105170084991,210.7627548908215,8493375879.745806,443230929.9013659
2024,Farm,Not Applicable,Not Applicable,Produce,Cucumbers,208220.6394791051,881326.5323891051,99771926.99851345,208220.6394791051,208220.6394791051,6246.619184373151,50394.98756080021,0.0,0.0,0.0,0.0,0.0,208220.6394791051,0.0,0.0,0.0,0.0,0.0,43708.52103514247,-8075.504095333079,35633.01693980939,153.76143181765173,0.0,153.76143181765173,6604951540.896816,347034399.13184184
2024,Farm,Not Applicable,Not Applicable,Produce,Figs,2620.4490000000005,33216.456,2399390.61,2186.753707437,2589.3210860088006,26.20449,1313.3339344605715,31.1279139912,0.0,402.5673785717999,0.0,0.0,2016.456,0.4589546457958952,0.0,16.272028623204104,0.0,153.566724168,545.2674746158627,-75.6689634640883,469.59851115177446,1.918186789095889,0.1461611137983948,2.064347902894284,82629366.24194506,4315535.143348001
2024,Farm,Not Applicable,Not Applicable,Produce,Garlic,18928.666127999997,197408.871,21990727.274724443,13276.190281472154,18531.823678718923,2460.72659664,6580.103671656275,396.8424492810753,0.0,5255.633397246774,0.0,0.0,11058.871000000001,5.648401390982903,0.0,202.86816609224113,0.0,2008.8027139889284,3912.1728624132024,-398.07140134273334,3514.101461070469,13.762563605370298,1.811090577431934,15.573654182802235,594140716.5269673,30886372.797864877
2024,Farm,Not Applicable,Not Applicable,Produce,Grapefruit,134207.76,448887.68,70456209.81,124849.82176072,132388.698363328,65761.80239999999,55789.57349693251,1819.061636672,0.0,7538.876602608,0.0,0.0,120887.68000000001,129.65534950664085,0.0,1467.7030531333592,0.0,2364.78335808,27891.490356657363,-4345.594288837818,23545.896067819544,98.11897980532707,14.568026048315382,112.68700585364245,4228343292.1672463,220647830.60554665
2024,Farm,Not Applicable,Not Applicable,Produce,Grapes,484354.94779999997,6088504.9478,555853011.6999999,484354.94779999997,484354.94779999997,19374.197911999996,191752.5217928849,0.0,0.0,0.0,0.0,0.0,484354.94779999997,0.0,0.0,0.0,0.0,0.0,101673.1025192922,-18784.93109203158,82888.17142726063,357.67400613120066,0.0,357.67400613120066,15364187559.96396,807258246.3333334
2024,Farm,Not Applicable,Not Applicable,Produce,Green Beans,78103.6777975485,712460.6860094485,77895836.21932116,61200.916448799515,76916.98839004376,4686.220667852909,45774.30147237526,1186.6894075047496,0.0,15716.071941244241,0.0,0.0,54570.40272944845,104.63651179923681,0.0,518.8965864614574,0.0,6006.9806210903635,16211.999683447624,-2024.2321078756272,14187.767575571996,57.03190647768608,4.559962849484871,61.59186932717095,2458699556.797147,128194980.6500729
2024,Farm,Not Applicable,Not Applicable,Produce,Honeydew,21108.044342001667,191927.18087200169,12052116.0,21108.044342001667,21108.044342001667,11398.3439446809,10080.242033614186,0.0,0.0,0.0,0.0,0.0,21108.044342001667,0.0,0.0,0.0,0.0,0.0,4430.8835206784715,-818.6417012008656,3612.2418194776055,15.587326640701985,0.0,15.587326640701985,669566717.0689521,35180073.903336115
2024,Farm,Not Applicable,Not Applicable,Produce,Kiwis,18494.14085196,48422.598,57956666.9365264,14565.316547784649,18212.15461156487,4438.5938044704,9821.217352485088,281.9862403951305,0.0,3646.8380637802215,0.0,0.0,13022.598,4.157647541574761,0.0,147.40750621311994,0.0,1391.153394029953,3838.680561817411,-482.08662570797554,3356.593936109436,13.504026343080046,1.324066334275595,14.82809267735564,582178844.9716858,30353591.019274782
2024,Farm,Not Applicable,Not Applicable,Produce,Lemons,416535.06,1393194.08,289993918.28999996,387491.21509882,410889.313822768,195771.47819999998,173151.78603621124,5645.746177232001,0.0,23398.098723948,0.0,0.0,375194.08,130.91906894540014,0.0,4826.7359733946005,0.0,7339.480056480001,86565.66214352802,-13487.253588940328,73078.4085545877,304.5278092738504,47.86201260603465,352.389821879885,13123333754.348345,684815523.0379466
2024,Farm,Not Applicable,Not Applicable,Produce,Lettuce,2658737.058078937,7507537.058078937,2522945226.4043775,2658737.058078937,2658737.058078937,239286.33522710434,927175.5637300207,0.0,0.0,0.0,0.0,0.0,2658737.058078937,0.0,0.0,0.0,0.0,0.0,558107.3274996721,-103114.85957704426,454992.4679226277,1963.3558800874425,0.0,1963.3558800874425,84337602038.53456,4431228430.131562
2024,Farm,Not Applicable,Not Applicable,Produce,Nectarines,72416.54049999999,189340.27599999998,134204834.85,57031.47800613051,71312.29770495319,6517.488644999999,38457.17206494089,1104.2427950468002,0.0,14280.8196988227,0.0,0.0,50990.276,17.746259227076525,0.0,575.7746472514235,0.0,5447.681099652001,15030.907835463104,-1887.6112594800022,13143.296575983102,52.87696438966071,5.170682211053339,58.047646600714046,2279605935.6747365,118853829.50825533
2024,Farm,Not Applicable,Not Applicable,Produce,Onions,219434.56231720676,4091726.1902567567,112613230.71508189,142816.29048865088,204540.96552401435,24137.804604892743,84752.56647940737,14893.596793192391,0.0,61724.675035363485,0.0,0.0,110376.19025675676,672.4436619095135,0.0,12405.954289829457,0.0,19361.70228015515,43764.59531323789,-1473.767379093664,42290.82793414423,153.95869452716147,123.07098905519484,277.0296835823563,6724448217.340212,340901609.2066906
2024,Farm,Not Applicable,Not Applicable,Produce,Oranges,1096166.43,3666372.24,436696502.58000004,1019733.75761271,1081308.911327304,339811.59329999995,455671.54694598226,14857.518672696006,0.0,61575.153714594,0.0,0.0,987372.24,1406.637026171887,0.0,11640.079927098115,0.0,19314.80065944,227808.8495898935,-35493.41991715398,192315.42967273953,801.4047161538755,115.59632634252598,917.0010424964015,34535767316.20747,1802181518.8788402
2024,Farm,Not Applicable,Not Applicable,Produce,Other Berries,438.0,1438.0,741534.0,438.0,438.0,8.76,173.40094269040847,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,91.94252914257106,-16.98712866603617,74.95540047653489,0.3234429944342274,0.0,0.3234429944342274,13893765.681202387,730000.0
2024,Farm,Not Applicable,Not Applicable,Produce,Other Fruit,33811.31628891,88810.138,114989480.603658,26630.001366413304,33295.88677633643,5409.8106062256,17954.41311302456,515.4295125735683,0.0,6665.885409923125,0.0,0.0,23810.138,6.55688834433718,0.0,270.48199558650185,0.0,2542.824482482466,7017.959730367475,-881.4450479519703,6136.514682415504,24.688356206615023,2.430368535546075,27.118724742161092,1064351318.3897268,55493144.62722739
2024,Farm,Not Applicable,Not Applicable,Produce,Papayas,2878.865,7527.08,3529488.49,2267.243433565,2834.966659756,1093.9687,1528.8358970522218,43.898340244,0.0,567.7232261909999,0.0,0.0,2027.08,4.301704202241496,0.0,19.2932722027585,0.0,216.56845716,597.5424148539723,-75.04039400072085,522.5020208532515,2.1020838752665982,0.170482387491503,2.2725662627581014,90624016.23571414,4724944.432926667
2024,Farm,Not Applicable,Not Applicable,Produce,Peaches,239392.0350965815,937667.8709,344689630.9862275,189987.41928019107,235846.08323066984,9575.681403863258,126204.82475510932,3545.9518659116766,0.0,45858.663950478745,0.0,0.0,170587.87089999998,90.19189094093407,0.0,1815.7264226993466,0.0,17493.63006655079,49704.7527009842,-6327.079815506042,43377.67288547816,174.85546896681223,16.280278374990466,191.1357473418027,7537496642.482151,393076805.3844497
2024,Farm,Not Applicable,Not Applicable,Produce,Pears,204078.742667042,665574.5702,120509675.2655882,161337.59601026907,201011.05260945618,20407.8742667042,107985.24478945544,3067.6900575858303,0.0,39673.45659918709,0.0,0.0,144554.57020000002,117.89240175368414,0.0,1530.9643460019192,0.0,15134.16906251347,42365.77197692145,-5356.38324787453,37009.38872904693,149.03779869362373,13.695660244201427,162.73345893782513,6424911752.760173,335018421.0157603
2024,Farm,Not Applicable,Not Applicable,Produce,Peas,10266.488183181298,254829.3957751983,3418712.6412004475,10221.890346685159,10263.357110152718,923.9839364863167,7069.624077858541,3.1310730285802895,0.0,41.46676346755911,0.0,0.0,10204.395775198298,0.33429546604724913,0.0,1.3108929497626802,0.0,15.84938307105032,2154.6011371591835,-395.5178957013275,1759.0832414578558,7.579633169906837,0.0114636823680555,7.591096852274894,325612853.85492986,17105595.183587864
2024,Farm,Not Applicable,Not Applicable,Produce,Plums,47513.22142138,124758.711,82174975.120953,37421.42398493599,46788.89582226687,2850.7932852828,25230.549250270917,724.3255991131366,0.0,9367.47183733088,0.0,0.0,33458.711,10.67956557820898,0.0,378.63914956268655,0.0,3573.3942697950865,9861.957635790784,-1238.6302692309944,8623.327366559788,34.69320605437569,3.4010707029386897,38.09427675731439,1495675251.3978364,77981493.03711145
2024,Farm,Not Applicable,Not Applicable,Produce,Potatoes,1802445.2591326656,24612364.050620165,538736655.4727651,1133145.081432336,1672341.9986129536,450611.31881441636,595341.3519001902,130103.26051971214,0.0,539196.9171806175,0.0,0.0,849764.0506201657,8434.165059565787,0.0,105812.39603125888,0.0,169134.46972134573,358286.0479260604,-8436.05398318889,349849.9939428715,1260.4081406713497,1050.120542228544,2310.5286828998937,55111735104.0473,2787236664.354923
2024,Farm,Not Applicable,Not Applicable,Produce,Pumpkins,250241.7336266225,1002853.8981999999,116272349.74940465,248167.23771120072,249838.47856779592,75072.46085298674,126294.4327880073,403.2550588265977,0.0,1671.2408565951835,0.0,0.0,247288.8982,51.645725681301485,0.0,302.46149291862577,0.0,524.232292600791,52467.13884361798,-9514.70089181799,42952.437951799984,184.57321824007434,3.0061056863843176,187.57932392645867,7931503755.747966,416397464.27965987
2024,Farm,Not Applicable,Not Applicable,Produce,Raspberries,39630.24,130110.23999999999,208185342.0,39630.24,39630.24,1585.2096,15689.31729462816,0.0,0.0,0.0,0.0,0.0,39630.24,0.0,0.0,0.0,0.0,0.0,8318.96003681983,-1536.9954017029527,6781.964635116876,29.2651221364089,0.0,29.2651221364089,1257107918.8351922,66050400.0
2024,Farm,Not Applicable,Not Applicable,Produce,Spinach,145840.43203358998,527659.884,228704788.19675422,100927.90169687691,142687.26534590215,40835.320969405206,73833.03091266396,3153.166687687855,0.0,41759.36364902523,0.0,0.0,83309.884,40.72184601733367,0.0,1616.07544371372,0.0,15961.220407145855,30127.521082554842,-2986.082945810134,27141.43813674471,105.98507268286511,14.430827569580446,120.41590025244557,4576182899.460657,237812108.90983692
2024,Farm,Not Applicable,Not Applicable,Produce,Squash,239077.65846010152,563610.2896694915,163690372.19388294,227698.88614338596,238278.7908490615,11953.882398005077,149116.97783676969,798.8676110400187,0.0,10579.90470567557,0.0,0.0,223235.28966949153,41.492462367199174,0.0,378.263872746046,0.0,4043.8401387811655,50062.60022255216,-8595.760812556053,41466.83940999611,176.11433442337741,3.3520524235711817,179.4663868469486,7571094352.867895,397131318.08176917
2024,Farm,Not Applicable,Not Applicable,Produce,Strawberries,567458.0632414899,2207408.0632414897,1408515067.7833836,567458.0632414899,567458.0632414899,34047.483794489395,228598.4984808847,0.0,0.0,0.0,0.0,0.0,567458.0632414899,0.0,0.0,0.0,0.0,0.0,119117.64729855623,-22007.95235813443,97109.69494042179,419.041861165924,0.0,419.041861165924,18000295352.9365,945763438.7358166
2024,Farm,Not Applicable,Not Applicable,Produce,Sweet Corn,169608.62745102076,3271316.8059412013,66779264.00128946,133671.47907893508,167085.59394015378,108549.52156865329,109334.59050318274,2523.033510866967,0.0,33414.11486121872,0.0,0.0,119574.27032120127,215.25618951632688,0.0,1110.44444630075,0.0,12771.508121916722,35214.03018699323,-4441.483150332995,30772.54703666024,123.87881294973755,9.765333255865452,133.644146205603,5340126276.511256,278475989.90025634
2024,Farm,Not Applicable,Not Applicable,Produce,Tomatoes,572429.4281636903,13443350.43890926,121929430.74684845,515838.4499925442,568456.3545947967,51518.648534732114,313195.2570398162,3973.0735688936306,0.0,52617.90460225237,0.0,0.0,493639.28090926,126.13356956298666,0.0,1961.474911951166,0.0,20111.560601770052,119548.21455067598,-18836.3526139311,100711.8619367449,420.55654607430813,17.453470414930052,438.01001648923824,18094976866.05204,947427257.6579944
2024,Farm,Not Applicable,Not Applicable,Produce,Watermelons,1425117.8320624947,3416330.414584786,480735046.8999621,1365903.2359467945,1413607.2837589206,684056.5593899974,677321.4703115122,11510.548303574247,0.0,47704.0478121259,0.0,0.0,1340831.8347347863,938.8587319379457,0.0,9168.80924425347,0.0,14963.733235816933,297376.8966842696,-49832.60279530457,247544.293888965,1046.136916572842,91.02758356722195,1137.1645001400639,45023494968.683624,2356012139.598201
2024,Foodservice,Bars And Taverns,Bars And Taverns,Breads & Bakery,Not Applicable,482.5195397991078,25487.65495597854,2969499.8817469217,471.9780073277479,473.28269365433664,64.19439957487329,337.1026260898507,9.236846144771135,0.0,1.3082500416928848,0.07840173229255594,61.6044596761596,0.0,36.731751196299506,0.0,371.0442185763098,2.5191761466864575,0.0,867.5588063635378,382.4824124668476,1250.0412188303853,2.4379870330581848,18.905902912842407,21.343889945900592,9261999.806786831,788804.4894238944
2024,Foodservice,Bars And Taverns,Bars And Taverns,Dairy & Eggs,Not Applicable,229.54024932505408,12124.77877215509,1387756.267396957,224.52551770868988,225.14617241797035,5.419569528790266,208.56486134173062,4.394076907083734,0.0,0.6223500106850013,0.03729663090004924,29.30596974267251,0.0,17.47372827897245,0.0,176.51012118200546,1.198401874139414,0.0,980.0772298382577,69.58374044095888,1049.6609702792166,12.677445869916824,3.3287356016589813,16.006181471575808,65210416.795537576,375243.62069661723
2024,Foodservice,Bars And Taverns,Bars And Taverns,Dry Goods,Not Applicable,410.3019894517913,21672.97834042687,1737473.7935261761,401.3381830395777,402.44760007092276,51.21799734326711,185.16108179980438,7.854389380868579,0.0,1.1124473736969522,0.06666753174284981,52.38426691436067,0.0,31.234197475535627,0.0,315.51091406542605,2.1421370525125054,0.0,1136.7574569938681,219.27529950325922,1356.0327564971274,3.7720423583451668,10.791332965721995,14.563375324067163,50440149.048120916,670746.0001182046
2024,Foodservice,Bars And Taverns,Bars And Taverns,Fresh Meat & Seafood,Not Applicable,977.8797943757514,51653.58235616572,6016934.974784375,956.516200251065,959.1602929593117,361.3367736740626,710.6839193605211,18.719501416439744,0.0,2.6513149753382756,0.15888987601386675,124.84832507681095,0.0,74.44100050715718,0.0,751.9625926792036,5.105392111879417,0.0,14330.771387742512,521.8122739309401,14852.583661673452,170.88025035217427,25.57060323835654,196.4508535905308,1142394508.156829,1598600.4882655195
2024,Foodservice,Bars And Taverns,Bars And Taverns,Frozen,Not Applicable,2.2102429433688497,116.7494885967225,6794.035125910457,2.1619560951993044,2.1679323790775804,0.19961035280878328,1.7856773763771145,0.042310564291267935,0.0,0.005992607934628641,0.00035912923986387374,0.28218716766573126,0.0,0.16825452066252505,0.0,1.6996158665979357,0.0115394110332502,0.0,8.749480385437833,1.0489376948358007,9.798418080273636,0.11652445234493099,0.051436517778582054,0.16796097012351527,746121.871176175,3613.22063179597
2024,Foodservice,Bars And Taverns,Bars And Taverns,Prepared Foods,Not Applicable,22418.782113108304,0.0,282634859.009545,22200.061445753763,22228.87365973066,876.4163434784787,0.0,189.90845337764293,0.0,28.84115539596558,0.636711219494141,2428.3499024149232,0.0,1727.788314481357,0.0,17436.357084181676,606.9294334563135,0.0,100393.89815808322,11208.08407922711,111601.98223731032,865.4322035805774,523.2432374096893,1388.6754409902665,10602566656.346874,37048122.76621777
2024,Foodservice,Bars And Taverns,Bars And Taverns,Produce,Not Applicable,778.5406243892462,41124.08548658301,3083588.8717517573,761.5319634017784,763.6370622082586,480.99585745951833,647.224177273512,14.903562180987597,0.0,2.1108488264348626,0.12650043900327557,99.39820161771638,0.0,59.26632634024232,0.0,598.676268585288,4.064666419528482,0.0,1715.0764870291068,149.11200069203946,1864.1884877211464,3.9336005146228787,6.772035339751824,10.705635854374705,34922332.83635048,1272728.4370137644
2024,Foodservice,Bars And Taverns,Bars And Taverns,Ready-To-Drink Beverages,Not Applicable,334.86967017080275,17688.491148128924,381810.050719056,327.5538223955007,328.4592777062701,0.3214748833639682,75.39590623895623,6.410392464532646,0.0,0.9079285372464516,0.05441098249525428,42.75363667426806,0.0,25.491919794630356,0.0,257.5055409054791,1.7483140386278875,0.0,1654.5357856112296,195.02862572793023,1849.5644113391597,8.8480413660092,9.563415088420298,18.4114564544295,8960621.118429389,547432.1295104502
2024,Foodservice,Business & Industry,Business & Industry,Breads & Bakery,Not Applicable,1849.2489672094084,112685.83757200553,8642173.223301563,1804.4300598880793,1810.4587542817746,863.9321325008915,1417.4678258556837,38.790212927633895,0.0,6.041319644916649,0.277755526868963,285.76064180962874,0.0,176.17738702422906,0.0,1330.4974003411498,11.716875186202675,0.0,3320.360341786398,1372.814744650586,4693.175086436984,9.330774350947914,68.5727394267086,77.90351377765651,35463605.47061272,3017431.257136291
2024,Foodservice,Business & Industry,Business & Industry,Dairy & Eggs,Not Applicable,2762.9941444500587,168365.81493066446,11057830.486637557,2696.02945733367,2705.0370315455925,297.356382487898,2020.6328777192168,57.95711290446632,0.0,9.02643781320852,0.4149992283006004,426.9598058641965,0.0,263.22961232582054,0.0,1987.9186586196079,17.506381295744802,0.0,11781.22550529409,793.3787472663747,12574.604252560466,152.39080666088068,37.93880373122066,190.32961039210133,784216057.9860672,4508395.052575987
2024,Foodservice,Business & Industry,Business & Industry,Dry Goods,Not Applicable,6075.848141294729,370237.8905720263,22167081.296332993,5928.592212227434,5948.39994621884,3370.7590318274906,5071.935752908602,127.44819507588915,0.0,19.849215214609647,0.9125869104622468,938.888324493308,0.0,578.8442056586042,0.0,4371.450410519454,38.496684645605285,0.0,16811.152284616168,3045.759412016046,19856.911696632214,55.78205739436269,151.24572522008577,207.02778261444845,746237876.3028549,9913999.910364734
